,publisher,genres,app_name,title,url,release_date,tags,reviews_url,specs,price,early_access,id,developer
830,Plug In Digital,"['Indie', 'Strategy']",Wars Across the World: Six Days 1967,Wars Across the World: Six Days 1967,http://store.steampowered.com/app/547620/Wars_Across_the_World_Six_Days_1967/,2017-05-04,"['Strategy', 'Indie']",http://steamcommunity.com/app/547620/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']",4.99,False,547620.0,Strategiae
831,Focus Home Interactive,['Simulation'],Farming Simulator 15,Farming Simulator 15,http://store.steampowered.com/app/313160/Farming_Simulator_15/,2014-10-30,"['Simulation', 'Multiplayer', 'Open World', 'Moddable', 'Agriculture', 'Singleplayer', 'Realistic', 'Co-op', 'Relaxing', 'Driving', 'Economy', 'Physics', 'Management', 'Sandbox', 'Mod', 'Strategy', 'Online Co-Op', 'Atmospheric', 'Family Friendly', 'Massively Multiplayer']",http://steamcommunity.com/app/313160/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,313160.0,Giants Software
832,ATLUS USA,"['Action', 'Indie', 'Racing', 'Strategy']",Rock of Ages 2 - Classic Pack + Soundtrack,Rock of Ages 2 - Classic Pack + Soundtrack,http://store.steampowered.com/app/645970/Rock_of_Ages_2__Classic_Pack__Soundtrack/,2017-08-28,"['Strategy', 'Action', 'Indie', 'Racing']",http://steamcommunity.com/app/645970/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",1.99,False,645970.0,ACE Team
833,Warner Bros. Interactive Entertainment,['Action'],Gotham City Impostors Free to Play: Premium Card Pack 5,Gotham City Impostors Free to Play: Premium Card Pack 5,http://store.steampowered.com/app/216460/Gotham_City_Impostors_Free_to_Play_Premium_Card_Pack_5/,2012-08-30,['Action'],http://steamcommunity.com/app/216460/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards']",0.99,False,216460.0,"Monolith Productions, Inc."
834,Backyard Team,"['Adventure', 'Indie']",Lost in Bardo,Lost in Bardo,http://store.steampowered.com/app/741730/Lost_in_Bardo/,When it's done,"['Adventure', 'Indie', 'Pixel Graphics', 'Philisophical']",http://steamcommunity.com/app/741730/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements']",,False,741730.0,Backyard Team
835,Neople,"['Action', 'Free to Play', 'RPG']",Dungeon Fighter Online: Beginner Pack,Dungeon Fighter Online: Beginner Pack,http://store.steampowered.com/app/495920/Dungeon_Fighter_Online_Beginner_Pack/,2016-08-09,"['Free to Play', 'RPG', 'Action']",http://steamcommunity.com/app/495920/reviews/?browsefilter=mostrecent&p=1,"['Online Multi-Player', 'MMO', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",4.99,False,495920.0,Neople
836,Alawar Entertainment,"['Adventure', 'Casual', 'Strategy']",Weather Lord: Following the Princess Collector's Edition,Weather Lord: Following the Princess Collector's Edition,http://store.steampowered.com/app/456690/Weather_Lord_Following_the_Princess_Collectors_Edition/,2015-11-04,"['Casual', 'Strategy', 'Adventure', 'Resource Management']",http://steamcommunity.com/app/456690/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",9.99,False,456690.0,Yustas Game Studio
837,Happy Pony Land,"['Adventure', 'Casual', 'Indie', 'RPG']",BASMENT DWELLERS,BASMENT DWELLERS,http://store.steampowered.com/app/553040/BASMENT_DWELLERS/,2016-11-22,"['RPG', 'Indie', 'Casual', 'Adventure']",http://steamcommunity.com/app/553040/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Partial Controller Support']",6.99,False,553040.0,Happy Pony Land
838,frozenen,"['Action', 'Adventure']",Cavernus,Cavernus,http://store.steampowered.com/app/475080/Cavernus/,2016-07-05,"['Action', 'Adventure', 'Platformer', 'Pixel Graphics']",http://steamcommunity.com/app/475080/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Full controller support']",1.99,False,475080.0,frozenen
839,"Brightrock Games, GamesAid","['Indie', 'Strategy']",War for the Overworld - The Cynical Imp (Charity DLC),War for the Overworld - The Cynical Imp (Charity DLC),http://store.steampowered.com/app/385120/War_for_the_Overworld__The_Cynical_Imp_Charity_DLC/,2017-05-10,"['Strategy', 'Indie']",http://steamcommunity.com/app/385120/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",2.99,False,385120.0,Brightrock Games
840,,,The Magic Door,The Magic Door,http://store.steampowered.com/app/720100/The_Magic_Door/,2007-03-04,['Movie'],http://steamcommunity.com/app/720100/reviews/?browsefilter=mostrecent&p=1,['Captions available'],4.99,False,720100.0,
841,Bat Byte,"['Indie', 'Strategy']",Survival Kingdom,Survival Kingdom,http://store.steampowered.com/app/534570/Survival_Kingdom/,2016-10-13,"['Strategy', 'Indie']",http://steamcommunity.com/app/534570/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",2.99,False,534570.0,Bat Byte
842,Cleverweek,"['Casual', 'Indie']",Multimirror,Multimirror,http://store.steampowered.com/app/533860/Multimirror/,2016-11-14,"['Indie', 'Casual', 'Puzzle']",http://steamcommunity.com/app/533860/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",4.99,False,533860.0,Cleverweek
843,,"['Free to Play', 'Massively Multiplayer', 'Strategy']",VEGA Conflict - Hellfire Battleship Pack,VEGA Conflict - Hellfire Battleship Pack,http://store.steampowered.com/app/753002/VEGA_Conflict__Hellfire_Battleship_Pack/,2017-11-20,"['Strategy', 'Free to Play', 'Massively Multiplayer']",http://steamcommunity.com/app/753002/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Online Multi-Player', 'MMO', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements']",69.99,False,753002.0,KIXEYE
844,Mr. Sam Atlas,['Indie'],Space Hole,Space Hole,http://store.steampowered.com/app/477310/Space_Hole/,2016-09-02,['Indie'],http://steamcommunity.com/app/477310/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Full controller support']",0.99,False,477310.0,Sam Atlas
845,Microsoft Studios,['Strategy'],Age of Empires II HD: Rise of the Rajas,Age of Empires II HD: Rise of the Rajas,http://store.steampowered.com/app/488060/Age_of_Empires_II_HD_Rise_of_the_Rajas/,2016-12-19,"['Strategy', 'RTS', 'Historical']",http://steamcommunity.com/app/488060/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",9.99,False,488060.0,"SkyBox Labs,Forgotten Empires"
846,"KOEI TECMO GAMES CO., LTD.",['Action'],DW8XLCE - BASE THEME PACK,DW8XLCE - BASE THEME PACK,http://store.steampowered.com/app/316448/DW8XLCE__BASE_THEME_PACK/,2014-08-06,['Action'],http://steamcommunity.com/app/316448/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']",9.99,False,316448.0,"KOEI TECMO GAMES CO., LTD."
847,Indie1Up,"['Action', 'Casual', 'Indie', 'Strategy', 'Early Access']",Daydream,Daydream,http://store.steampowered.com/app/765240/Daydream/,2017-12-29,"['Early Access', 'Action', 'Indie', 'Casual', 'Strategy']",http://steamcommunity.com/app/765240/reviews/?browsefilter=mostrecent&p=1,['Single-player'],4.99,True,765240.0,Rohit Joshi
848,,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Alice in Chains - “Down in a Hole”,Rocksmith® 2014 Edition – Remastered – Alice in Chains - “Down in a Hole”,http://store.steampowered.com/app/637800/Rocksmith_2014_Edition__Remastered__Alice_in_Chains__Down_in_a_Hole/,2017-12-12,"['Casual', 'Simulation']",http://steamcommunity.com/app/637800/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,False,637800.0,Ubisoft - San Francisco
849,,,Sky Sanctuary,,http://store.steampowered.com/app/526130/Sky_Sanctuary/,,"['Early Access', 'Action', 'Indie', 'Sports', 'VR']",http://steamcommunity.com/app/526130/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Standing', 'Room-Scale']",12.99,True,526130.0,
850,Selenion Games,"['Action', 'Indie', 'RPG']",Ares Omega,Ares Omega,http://store.steampowered.com/app/405440/Ares_Omega/,2016-03-11,"['Action', 'Indie', 'RPG']",http://steamcommunity.com/app/405440/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",0.99,False,405440.0,Selenion Games
851,indienova,"['Casual', 'Indie']",Draw Puzzle,Draw Puzzle,http://store.steampowered.com/app/664180/Draw_Puzzle/,2017-08-04,"['Indie', 'Casual', 'Puzzle']",http://steamcommunity.com/app/664180/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",4.99,False,664180.0,Hen Wen Studio
852,Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - The Adventurer's Journey 2,RPG Maker VX Ace - The Adventurer's Journey 2,http://store.steampowered.com/app/277840/RPG_Maker_VX_Ace__The_Adventurers_Journey_2/,2014-02-21,"['Web Publishing', 'Design & Illustration', 'Music', 'RPGMaker']",http://steamcommunity.com/app/277840/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Trading Cards']",4.99,False,277840.0,"Degica,Kairi Sawler"
853,Dexion Games,"['Casual', 'Indie', 'Simulation', 'Strategy']",Surviving in the forest,Surviving in the forest,http://store.steampowered.com/app/704460/Surviving_in_the_forest/,2017-09-20,"['Strategy', 'Indie', 'Casual', 'Simulation']",http://steamcommunity.com/app/704460/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2.99,False,704460.0,Dexion Games
854,505 Games,['Action'],Barricade! DLC,Barricade! DLC,http://store.steampowered.com/app/289734/Barricade_DLC/,2014-10-20,['Action'],http://steamcommunity.com/app/289734/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",1.99,False,289734.0,Eko Software
855,Nightdive Studios,['Adventure'],Harvester,Harvester,http://store.steampowered.com/app/287020/Harvester/,1996-09-25,"['Horror', 'Adventure', 'FMV', 'Point & Click', 'Gore', 'Classic', 'Dark Humor', 'Cult Classic', 'Violent', 'Satire', ""1990's"", 'Singleplayer', 'Retro', 'Story Rich', 'Nudity']",http://steamcommunity.com/app/287020/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Trading Cards']",5.99,False,287020.0,DigiFX Interactive
856,,,Alex Cross,Alex Cross,http://store.steampowered.com/app/446710/Alex_Cross/,2013-02-05,"['Movie', 'Drama', 'Crime', 'Action', 'Based On A Novel', 'Thriller']",http://steamcommunity.com/app/446710/reviews/?browsefilter=mostrecent&p=1,['Captions available'],3.99,False,446710.0,
857,Team17 Digital Ltd,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",The Escapists - Santa's Sweatshop,The Escapists - Santa's Sweatshop,http://store.steampowered.com/app/412990/The_Escapists__Santas_Sweatshop/,2015-12-08,"['Strategy', 'Action', 'Adventure', 'Simulation', 'Indie', 'Free to Play', 'Pixel Graphics', 'Singleplayer', 'Funny']",http://steamcommunity.com/app/412990/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",Free to Play,False,412990.0,Team17 Digital Ltd
858,,,Code Girl,Code Girl,http://store.steampowered.com/app/414750/Code_Girl/,2015-11-06,"['Documentary', 'Gaming']",http://steamcommunity.com/app/414750/reviews/?browsefilter=mostrecent&p=1,['Captions available'],4.99,False,414750.0,
859,"NovaLogic, THQ Nordic",['Simulation'],F-22 Lightning 3,F-22 Lightning 3,http://store.steampowered.com/app/32730/F22_Lightning_3/,1999-04-30,"['Simulation', 'Flight']",http://steamcommunity.com/app/32730/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",9.99,False,32730.0,NovaLogic
860,alexnown,"['Action', 'Strategy']",Elementals Reborn,Elementals Reborn,http://store.steampowered.com/app/671180/Elementals_Reborn/,2017-08-21,"['Strategy', 'Action', 'Indie', '2D', 'Tactical', 'Tower Defense', 'RTS']",http://steamcommunity.com/app/671180/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Online Multi-Player', 'Steam Achievements']",4.99,False,671180.0,"alexnown,Kunio"
861,Arc System Works,['Action'],GGXrd System Voice - SLAYER,GGXrd System Voice - SLAYER,http://store.steampowered.com/app/419933/GGXrd_System_Voice__SLAYER/,2015-12-09,['Action'],http://steamcommunity.com/app/419933/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",0.99,False,419933.0,Arc System Works
862,Superthumb,"['Action', 'Indie']",Black Hole Hazard,Black Hole Hazard,http://store.steampowered.com/app/485160/Black_Hole_Hazard/,2016-08-29,"['Action', 'Indie', 'Platformer', '2D', 'Great Soundtrack', 'Difficult', 'Time Attack', 'Puzzle-Platformer']",http://steamcommunity.com/app/485160/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,485160.0,Superthumb
863,Ninja in A Tux,"['Action', 'Indie']","Drones, The Human Condition","Drones, The Human Condition",http://store.steampowered.com/app/556130/Drones_The_Human_Condition/,2016-12-01,"['Action', 'Indie', 'Retro', ""Shoot 'Em Up"", 'Great Soundtrack', 'Arcade', 'Twin Stick Shooter', 'Robots', 'GameMaker', 'Fast-Paced']",http://steamcommunity.com/app/556130/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",2.99,False,556130.0,Blunt Games
864,,"['Casual', 'Simulation']",Rocksmith® 2014 – Incubus - “Stellar”,Rocksmith® 2014 – Incubus - “Stellar”,http://store.steampowered.com/app/436647/Rocksmith_2014__Incubus__Stellar/,2016-06-21,"['Casual', 'Simulation']",http://steamcommunity.com/app/436647/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,False,436647.0,Ubisoft - San Francisco
865,D3 Go!,"['Casual', 'Free to Play', 'RPG']",Marvel Puzzle Quest,Marvel Puzzle Quest,http://store.steampowered.com/app/234330/Marvel_Puzzle_Quest/,2013-12-05,"['Free to Play', 'Puzzle', 'Match 3', 'Casual', 'RPG', 'Superhero', 'Strategy', 'Singleplayer', 'Multiplayer', '2D']",http://steamcommunity.com/app/234330/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Online Multi-Player', 'Cross-Platform Multiplayer']",Free to Play,False,234330.0,Demiurge Studios
866,Brace Yourself Games,"['Action', 'Indie', 'RPG']",Crypt of the NecroDancer: AMPLIFIED,Crypt of the NecroDancer: AMPLIFIED,http://store.steampowered.com/app/554000/Crypt_of_the_NecroDancer_AMPLIFIED/,2017-01-24,"['Indie', 'Action', 'RPG', 'Rogue-like', 'Rhythm', 'Great Soundtrack']",http://steamcommunity.com/app/554000/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Local Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",6.99,False,554000.0,Brace Yourself Games
867,Thylacine Studios LLC,"['Indie', 'RPG']",Siralim,Siralim,http://store.steampowered.com/app/362090/Siralim/,2015-04-24,"['RPG', 'Indie', 'Turn-Based', 'Fantasy', 'Rogue-like', 'Rogue-lite', 'Retro']",http://steamcommunity.com/app/362090/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,False,362090.0,Thylacine Studios
868,,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Darkwoulfe's Volume 26 - Things that go Bump Pack 2 (Token Pack),Fantasy Grounds - Darkwoulfe's Volume 26 - Things that go Bump Pack 2 (Token Pack),http://store.steampowered.com/app/593420/Fantasy_Grounds__Darkwoulfes_Volume_26__Things_that_go_Bump_Pack_2_Token_Pack/,2017-02-21,"['Strategy', 'RPG', 'Indie']",http://steamcommunity.com/app/593420/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",4.99,False,593420.0,"SmiteWorks USA, LLC"
869,Narko Games,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Sad City 42,Sad City 42,http://store.steampowered.com/app/771130/Sad_City_42/,2017-12-28,"['Casual', 'Adventure', 'Action', 'Indie', 'RPG']",http://steamcommunity.com/app/771130/reviews/?browsefilter=mostrecent&p=1,['Single-player'],0.99,False,771130.0,Narko Games
870,Kitty Lambda Games Inc.,"['Action', 'Adventure', 'Indie', 'RPG']",The Real Texas,The Real Texas,http://store.steampowered.com/app/261900/The_Real_Texas/,2016-07-12,"['RPG', 'Indie', 'Adventure', 'Action']",http://steamcommunity.com/app/261900/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements']",14.99,False,261900.0,Kitty Lambda Games Inc.
871,Ronimo Games,"['Action', 'Indie', 'Strategy']",Awesomenauts - Giga Sentorii Skin,Awesomenauts - Giga Sentorii Skin,http://store.steampowered.com/app/256505/Awesomenauts__Giga_Sentorii_Skin/,2014-05-14,"['Strategy', 'Action', 'Indie']",http://steamcommunity.com/app/256505/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",4.99,False,256505.0,Ronimo Games
872,Aksys Games,['RPG'],Tokyo Xanadu eX+: Item Bundle,Tokyo Xanadu eX+: Item Bundle,http://store.steampowered.com/app/750911/Tokyo_Xanadu_eX_Item_Bundle/,2017-12-08,['RPG'],http://steamcommunity.com/app/750911/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",14.99,False,750911.0,Nihon Falcom
873,Digital Awakening,"['Action', 'Adventure', 'Indie', 'RPG']",Rush to Adventure,Rush to Adventure,http://store.steampowered.com/app/674210/Rush_to_Adventure/,2017-09-11,"['Action', 'Adventure', 'Indie', 'RPG']",http://steamcommunity.com/app/674210/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Full controller support', 'Steam Cloud']",9.99,False,674210.0,Digital Awakening
874,BANDAI NAMCO Entertainment,['Racing'],Project CARS 2 Fun Pack DLC,Project CARS 2 Fun Pack DLC,http://store.steampowered.com/app/648290/Project_CARS_2_Fun_Pack_DLC/,2017-12-19,['Racing'],http://steamcommunity.com/app/648290/reviews/?browsefilter=mostrecent&p=1,"['Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,648290.0,Slightly Mad Studios
875,Pixelvex LLC,"['Action', 'Indie']",Metagalactic Blitz,Metagalactic Blitz,http://store.steampowered.com/app/564080/Metagalactic_Blitz/,2017-11-16,"['Indie', 'Action', 'Multiplayer', '4 Player Local', 'Local Multiplayer', 'Competitive', 'Fighting', 'Fast-Paced']",http://steamcommunity.com/app/564080/reviews/?browsefilter=mostrecent&p=1,"['Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",9.99,False,564080.0,Pixelvex LLC
876,CI Games,['Action'],Sniper Ghost Warrior 3 - Season Pass,Sniper Ghost Warrior 3 - Season Pass,http://store.steampowered.com/app/575310/Sniper_Ghost_Warrior_3__Season_Pass/,2017-04-25,"['Violent', 'Action']",http://steamcommunity.com/app/575310/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",19.99,False,575310.0,CI Games
877,,"['Action', 'Adventure', 'Indie', 'Strategy']",Man O' War: Corsair - Reik's Fashion,Man O' War: Corsair - Reik's Fashion,http://store.steampowered.com/app/554321/Man_O_War_Corsair__Reiks_Fashion/,2016-11-23,"['Strategy', 'Action', 'Adventure', 'Indie']",http://steamcommunity.com/app/554321/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Trading Cards', 'Steam Cloud']",2.99,False,554321.0,Evil Twin Artworks
878,Ronimo Games,"['Action', 'Indie', 'Strategy']",Awesomenauts - Ahrpl Skin,Awesomenauts - Ahrpl Skin,http://store.steampowered.com/app/230888/Awesomenauts__Ahrpl_Skin/,2013-10-30,"['Strategy', 'Action', 'Indie']",http://steamcommunity.com/app/230888/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",4.99,False,230888.0,Ronimo Games
879,,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Heist Music Pack,RPG Maker VX Ace - Heist Music Pack,http://store.steampowered.com/app/462088/RPG_Maker_VX_Ace__Heist_Music_Pack/,2017-10-12,"['Design & Illustration', 'Web Publishing']",http://steamcommunity.com/app/462088/reviews/?browsefilter=mostrecent&p=1,"['Downloadable Content', 'Steam Trading Cards', 'Steam Workshop']",9.99,False,462088.0,"KADOKAWA,Murray Atkinson"
880,Caffeine Overdose,"['Action', 'Indie']",Break The Food Chain,Break The Food Chain,http://store.steampowered.com/app/635980/Break_The_Food_Chain/,2017-07-17,"['Action', 'Indie']",http://steamcommunity.com/app/635980/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Full controller support']",4.99,False,635980.0,TEHO Games
881,Ubisoft,"['Casual', 'Simulation']",Rocksmith - Pearl Jam - Jeremy,Rocksmith - Pearl Jam - Jeremy,http://store.steampowered.com/app/206112/Rocksmith__Pearl_Jam__Jeremy/,2012-10-16,"['Casual', 'Simulation']",http://steamcommunity.com/app/206112/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Downloadable Content']",2.99,False,206112.0,Ubisoft - San Francisco
882,Morgondag,"['Adventure', 'Casual', 'Indie']",imprint-X,imprint-X,http://store.steampowered.com/app/434310/imprintX/,2017-01-26,"['Indie', 'Casual', 'Adventure', 'Puzzle', 'Sci-fi', 'Robots', 'Dark', 'Cute', 'Space', 'Exploration', 'Atmospheric', 'Singleplayer', 'Surreal', 'Relaxing', 'Survival', 'Colorful', 'Great Soundtrack', 'Mystery']",http://steamcommunity.com/app/434310/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,434310.0,Morgondag
883,Dovetail Games - Trains,['Simulation'],Train Simulator: Norfolk Southern Heritage ES44ACs Loco Add-On,Train Simulator: Norfolk Southern Heritage ES44ACs Loco Add-On,http://store.steampowered.com/app/222542/Train_Simulator_Norfolk_Southern_Heritage_ES44ACs_Loco_AddOn/,2013-02-07,['Simulation'],http://steamcommunity.com/app/222542/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,222542.0,Dovetail Games
884,Slitherine Ltd.,['Simulation'],Gary Grigsby's War in the West,Gary Grigsby's War in the West,http://store.steampowered.com/app/644710/Gary_Grigsbys_War_in_the_West/,2014-12-04,"['Simulation', 'World War II', 'Strategy', 'Wargame']",http://steamcommunity.com/app/644710/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Shared/Split Screen']",79.99,False,644710.0,2by3 Games
885,Ghostlight LTD,"['Adventure', 'RPG', 'Strategy']",Mugen Souls - Points Fever Bundle 3,Mugen Souls - Points Fever Bundle 3,http://store.steampowered.com/app/403454/Mugen_Souls__Points_Fever_Bundle_3/,2015-10-29,"['Strategy', 'Adventure', 'RPG']",http://steamcommunity.com/app/403454/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",3.99,False,403454.0,Idea Factory
886,,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - TIMEZERO: The Mirrors of Carthage (Savage Worlds),Fantasy Grounds - TIMEZERO: The Mirrors of Carthage (Savage Worlds),http://store.steampowered.com/app/614750/Fantasy_Grounds__TIMEZERO_The_Mirrors_of_Carthage_Savage_Worlds/,2017-03-28,"['Strategy', 'RPG', 'Indie']",http://steamcommunity.com/app/614750/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",7.99,False,614750.0,"SmiteWorks USA, LLC"
887,"Hassey Enterprises, Inc.","['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Critter Pack,emoj.io - Critter Pack,http://store.steampowered.com/app/538530/emojio__Critter_Pack/,2016-10-14,"['Action', 'Massively Multiplayer', 'Indie', 'Casual']",http://steamcommunity.com/app/538530/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Online Multi-Player', 'MMO', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support']",0.99,False,538530.0,"Hassey Enterprises, Inc."
888,OtakuMaker SARL,"['Action', 'Casual', 'Indie']",Jump! Jump! Jump!,Jump! Jump! Jump!,http://store.steampowered.com/app/761100/Jump_Jump_Jump/,2017-12-28,"['Action', 'Indie', 'Casual', 'Runner', 'Singleplayer', 'Atmospheric', '2D', 'Arcade', 'Minimalist']",http://steamcommunity.com/app/761100/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",0.99,False,761100.0,XiNFiNiTY Games
