id,genres,release_date
397122.0,"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",2015-09-08
400500.0,"['Action', 'Indie', 'Racing', 'Simulation']",2015-09-04
399840.0,"['Adventure', 'Free to Play']",2015-09-07
282660.0,['Utilities'],2006-09-19
365480.0,"['RPG', 'Strategy']",2015-09-10
384040.0,"['Casual', 'Indie', 'Racing']",2015-09-09
390180.0,"['RPG', 'Simulation', 'Strategy']",2015-09-10
274350.0,"['Adventure', 'Indie']",2015-09-10
395990.0,"['Indie', 'Strategy']",2015-09-10
401650.0,"['Action', 'RPG']",2015-09-10
394480.0,['Casual'],2008-07-15
374090.0,"['Action', 'Simulation', 'Sports']",2007-01-01
347080.0,"['Action', 'Adventure']",2015-09-10
390200.0,"['Adventure', 'Casual']",2015-09-10
401780.0,"['Action', 'Indie']",2015-09-08
401580.0,"['Indie', 'Simulation', 'Strategy']",2015-09-10
394720.0,"['Adventure', 'Indie', 'RPG']",2015-09-11
398210.0,"['Adventure', 'Indie']",2014-07-01
397240.0,"['Action', 'Adventure', 'Indie']",2015-09-11
391540.0,"['Indie', 'RPG']",2015-09-15
343463.0,['Strategy'],2015-09-15
391570.0,"['Indie', 'RPG']",2015-09-15
252870.0,,2016-05-17
359570.0,"['Casual', 'Indie', 'Strategy']",2015-09-15
375290.0,"['Action', 'Indie']",2015-09-15
380640.0,"['Action', 'Indie']",2015-09-15
400220.0,"['Action', 'Adventure', 'Indie', 'RPG']",2015-09-15
369821.0,"['Casual', 'Simulation']",2015-09-15
356580.0,"['Action', 'Indie']",2015-09-15
369822.0,"['Casual', 'Simulation']",2015-09-15
403280.0,"['Action', 'Casual', 'Indie']",2015-09-15
369823.0,"['Casual', 'Simulation']",2015-09-15
369820.0,"['Casual', 'Simulation']",2015-09-15
402950.0,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",2015-09-15
397870.0,"['Indie', 'Strategy']",2015-09-15
403550.0,"['Casual', 'Indie']",2015-09-15
397490.0,"['Casual', 'Indie']",2015-09-16
372340.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2015-09-15
396860.0,"['Casual', 'Indie']",2015-09-16
353640.0,"['Casual', 'Indie', 'Simulation', 'Strategy']",2015-09-16
400580.0,"['Indie', 'RPG', 'Simulation', 'Strategy']",2015-09-16
403440.0,"['Action', 'Indie', 'RPG']",2015-09-16
391120.0,['Adventure'],2015-09-18
393290.0,['Racing'],1998-09-30
384660.0,"['Indie', 'Strategy']",2015-09-16
403010.0,"['Action', 'Indie', 'Simulation']",2015-09-16
380020.0,"['Action', 'Adventure', 'Indie']",2015-09-16
373240.0,['Adventure'],2015-09-17
401190.0,"['Action', 'Adventure', 'Indie', 'Simulation']",2015-09-17
382270.0,"['Casual', 'Indie']",2015-09-17
365560.0,['Strategy'],2015-09-17
390220.0,"['Indie', 'Simulation']",2000-03-01
24010.0,['Simulation'],2009-07-12
402160.0,"['Indie', 'Simulation', 'Strategy', 'Early Access']",2015-09-17
284260.0,['Indie'],2015-09-17
238240.0,"['Action', 'Adventure', 'Indie', 'RPG']",2015-09-17
300280.0,"['Adventure', 'Indie']",2015-09-17
403900.0,"['Action', 'Indie']",2015-09-17
395450.0,"['Adventure', 'Indie']",2015-09-17
346090.0,"['Adventure', 'Indie']",2015-09-17
338760.0,"['Action', 'Indie']",2015-09-17
376680.0,"['Casual', 'Strategy']",2015-09-17
287840.0,"['Action', 'Adventure', 'Indie']",2015-09-17
400720.0,"['Action', 'Adventure', 'Indie']",2015-09-17
362070.0,"['Free to Play', 'Massively Multiplayer']",2015-09-16
400721.0,"['Action', 'Adventure', 'Indie']",2015-09-17
400120.0,"['Action', 'Indie']",2015-09-18
392070.0,"['Indie', 'Sports']",2015-09-18
324190.0,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",2015-09-18
397580.0,"['Action', 'Indie']",2015-05-20
403140.0,"['Indie', 'Sports']",2015-09-18
402210.0,['Adventure'],2015-09-18
344820.0,"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",2015-09-18
382650.0,,2012-09-07
387110.0,"['Action', 'Casual', 'Indie']",2015-09-18
297142.0,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Web Publishing']",2015-09-18
369826.0,"['Casual', 'Simulation']",2015-09-22
369825.0,"['Casual', 'Simulation']",2015-09-22
392780.0,"['Casual', 'Indie']",2015-09-21
392810.0,"['Casual', 'Indie']",2015-09-21
399270.0,"['Action', 'Indie', 'RPG']",2015-09-21
403910.0,"['Action', 'Indie', 'RPG', 'Strategy']",2015-09-21
391520.0,"['Indie', 'Simulation', 'Early Access']",2015-09-21
403740.0,"['Casual', 'RPG']",2015-09-17
280600.0,"['Action', 'Indie', 'RPG']",2015-09-21
398860.0,['Adventure'],2015-09-21
395190.0,['Strategy'],2015-09-21
370020.0,"['Action', 'Indie', 'RPG', 'Strategy']",2015-09-21
392690.0,"['Adventure', 'Indie', 'Strategy', 'Early Access']",2015-09-21
282140.0,"['Action', 'Adventure', 'Indie']",2015-09-21
323040.0,['Indie'],2015-09-22
394280.0,"['Adventure', 'Casual']",2015-09-24
401200.0,"['Adventure', 'Indie']",2015-09-24
397990.0,"['Action', 'Indie']",2015-09-22
348360.0,"['Casual', 'Indie', 'Simulation']",2015-09-24
366100.0,"['Casual', 'Indie', 'RPG', 'Strategy']",2015-08-24
375620.0,"['Action', 'Adventure', 'Indie', 'Strategy']",2015-09-06
401090.0,"['Animation &amp; Modeling', 'Design &amp; Illustration']",2015-09-24
392950.0,"['Adventure', 'Casual', 'Free to Play']",2015-09-24
405940.0,"['Adventure', 'Indie']",2015-09-24
349700.0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']",2015-09-24
401220.0,['Casual'],2015-09-24
337280.0,,2016-05-17
349580.0,"['Action', 'Indie']",2015-09-24
368970.0,"['Adventure', 'Indie']",2015-09-24
388660.0,"['Indie', 'Simulation', 'Strategy']",2015-09-25
363650.0,"['Casual', 'Indie']",2015-09-15
387870.0,"['Action', 'Casual', 'Indie', 'Strategy']",2015-09-25
402670.0,"['Action', 'Indie', 'Simulation']",2015-09-25
394600.0,"['Action', 'Indie']",2015-09-29
342260.0,,2016-05-17
392730.0,"['Adventure', 'Indie']",2015-01-20
342920.0,"['Action', 'Casual', 'Indie']",2015-09-29
385530.0,"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2015-09-29
323580.0,"['Action', 'Adventure', 'Indie']",2015-09-29
406470.0,"['Action', 'Adventure', 'Indie']",2015-09-29
321960.0,"['RPG', 'Strategy']",2015-09-29
354040.0,"['Action', 'Casual', 'Indie', 'Racing']",2015-09-29
404760.0,"['Action', 'Adventure']",2015-07-01
379233.0,['Simulation'],2015-09-29
406820.0,,2015-09-29
379549.0,['Simulation'],2015-09-29
405070.0,"['Casual', 'Indie']",2015-09-29
369828.0,"['Casual', 'Simulation']",2015-09-29
248330.0,"['Action', 'Indie', 'Racing']",2015-09-29
369829.0,"['Casual', 'Simulation']",2015-09-29
390360.0,"['Casual', 'Simulation']",2015-09-29
334120.0,"['Adventure', 'Indie']",2015-09-30
398250.0,"['Action', 'Adventure', 'Indie', 'Early Access']",2015-09-30
400410.0,"['Adventure', 'Casual', 'Indie', 'Simulation']",2010-09-16
388470.0,"['Indie', 'Simulation']",2015-09-30
383720.0,"['Adventure', 'RPG', 'Simulation', 'Strategy']",2015-09-30
403560.0,['Indie'],2015-09-20
344100.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2015-09-30
397940.0,"['Adventure', 'Casual', 'Indie', 'Simulation']",2015-09-30
386540.0,"['Action', 'Indie', 'Simulation', 'Strategy']",2015-09-30
405450.0,"['Indie', 'Strategy']",2015-09-30
370270.0,"['Action', 'Adventure']",1993-12-10
403061.0,['Action'],2015-09-30
403060.0,['Action'],2015-09-30
403062.0,['Action'],2015-09-30
399780.0,"['Adventure', 'Indie']",2015-09-30
403063.0,['Action'],2015-09-30
382870.0,['Action'],2015-09-30
407400.0,"['Action', 'Indie']",2012-09-06
361600.0,"['Action', 'Adventure', 'Indie']",2015-10-02
400040.0,"['Audio Production', 'Design &amp; Illustration', 'Photo Editing', 'Utilities', 'Video Production', 'Web Publishing']",2007-10-15
399670.0,"['Indie', 'Simulation']",2015-10-02
382070.0,"['Adventure', 'Indie']",2015-10-02
406370.0,"['Action', 'Adventure']",2015-10-02
403890.0,"['Action', 'Adventure']",2015-10-02
406080.0,"['Casual', 'Indie', 'Simulation', 'Strategy']",2015-10-02
395580.0,['Casual'],2015-10-05
386590.0,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",2015-10-05
309900.0,"['Action', 'Indie', 'Early Access']",2015-10-05
351230.0,"['Action', 'Indie', 'RPG']",2015-10-05
407040.0,"['Adventure', 'Indie']",2015-10-05
388600.0,"['Design &amp; Illustration', 'Education', 'Utilities']",2015-10-05
401120.0,"['Action', 'Casual', 'Indie']",2015-10-05
395640.0,['Racing'],2015-10-05
374680.0,"['Action', 'Casual', 'Indie']",2015-10-05
378750.0,,2016-05-17
233450.0,"['Indie', 'Simulation', 'Strategy']",2015-10-06
363960.0,"['RPG', 'Strategy']",2015-10-06
408210.0,"['Action', 'Indie']",2015-10-05
390362.0,"['Casual', 'Simulation']",2015-10-06
390363.0,"['Casual', 'Simulation']",2015-10-06
390364.0,"['Casual', 'Simulation']",2015-10-06
363020.0,"['Animation &amp; Modeling', 'Utilities']",2015-10-06
390365.0,"['Casual', 'Simulation']",2015-10-06
393340.0,['Software Training'],2014-09-01
396450.0,"['Action', 'Casual', 'Indie']",2016-09-10
347610.0,['Casual'],2014-06-01
364340.0,['Simulation'],2015-10-07
379553.0,['Simulation'],2015-10-07
325970.0,['Simulation'],2015-10-07
384171.0,"['Adventure', 'Casual', 'Free to Play', 'Indie']",2015-10-12
384170.0,"['Adventure', 'Casual', 'Free to Play', 'Indie']",2015-10-12
407140.0,"['Free to Play', 'Sports', 'Strategy']",2015-10-12
404690.0,"['Adventure', 'Indie']",2015-10-09
396310.0,['Indie'],2015-10-09
371450.0,"['Casual', 'Indie']",2015-10-09
398830.0,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing']",2015-10-09
352760.0,"['Action', 'Indie', 'Strategy']",2015-10-09
306350.0,"['Action', 'Racing', 'Sports']",1995-12-31
400370.0,"['Action', 'Adventure']",1996-06-30
405660.0,"['Action', 'Adventure', 'Indie', 'Racing']",2015-10-09
354770.0,"['Adventure', 'Indie', 'RPG']",2015-10-09
384010.0,"['Action', 'Casual', 'Indie']",2015-10-09
402680.0,['Indie'],2015-10-09
407150.0,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2015-10-09
390367.0,"['Casual', 'Simulation']",2015-10-13
409360.0,"['Action', 'Indie', 'RPG']",2015-08-14
385250.0,['Casual'],2015-10-14
409630.0,"['Action', 'Indie']",2015-10-14
381100.0,['Adventure'],2015-10-15
404810.0,"['Casual', 'Indie']",2015-10-14
402030.0,['Action'],2015-10-15
403490.0,"['Adventure', 'RPG']",2014-06-08
360740.0,"['Action', 'Adventure', 'Indie']",2015-10-15
389420.0,['Strategy'],2015-10-15
243160.0,"['Action', 'Adventure', 'Indie']",2015-10-15
408070.0,"['Action', 'Adventure', 'Indie']",2015-10-15
274190.0,"['Action', 'Adventure', 'Casual', 'Indie']",2015-10-15
409130.0,"['Adventure', 'Casual', 'Simulation']",2015-10-13
410790.0,"['Action', 'Adventure', 'Casual', 'Indie']",2015-10-15
410260.0,"['Action', 'Indie', 'RPG']",2015-10-15
398840.0,"['Action', 'Free to Play', 'Simulation', 'Strategy']",2015-10-15
409420.0,"['Action', 'Adventure', 'Indie']",2015-10-15
394450.0,"['Action', 'Adventure', 'RPG', 'Strategy']",2015-10-16
382670.0,,2014-01-10
263920.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2015-10-16
397030.0,['Adventure'],2015-10-16
407700.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2015-10-16
391910.0,,2016-05-17
399640.0,"['Action', 'Indie', 'RPG']",2016-03-15
382160.0,"['Action', 'Adventure', 'Indie']",2015-10-16
386550.0,['Audio Production'],2015-10-19
411530.0,"['Adventure', 'Casual', 'Simulation', 'Strategy']",2015-10-19
402300.0,"['Simulation', 'Strategy']",2015-10-16
411550.0,"['Adventure', 'Casual', 'Simulation', 'Strategy']",2015-10-19
345030.0,['Simulation'],2015-02-10
382464.0,['RPG'],2015-10-19
351970.0,['RPG'],2015-10-19
402120.0,"['Action', 'Adventure', 'Indie', 'RPG']",2015-10-19
306670.0,"['Action', 'Adventure']",2015-10-19
406590.0,"['Action', 'Adventure']",2015-10-20
329930.0,"['Action', 'Adventure']",2015-10-19
406610.0,"['Action', 'Adventure']",2015-10-20
391190.0,"['Indie', 'Early Access']",2015-10-20
405170.0,"['Action', 'Indie', 'Racing', 'Sports']",2015-10-21
361200.0,"['Adventure', 'Simulation']",2015-10-21
403200.0,"['Action', 'Adventure', 'Indie', 'RPG']",2015-10-20
412000.0,"['Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015-10-23
412440.0,"['Adventure', 'Casual', 'Simulation', 'Strategy']",2015-10-21
411730.0,"['Adventure', 'Casual', 'Indie', 'Simulation']",2015-10-21
278550.0,['Simulation'],2015-10-21
368230.0,"['Indie', 'Simulation', 'Strategy']",2015-10-21
397440.0,"['Adventure', 'Casual']",2015-10-21
401990.0,,2015-10-21
401310.0,,2015-09-15
406580.0,"['Action', 'Adventure']",2015-10-20
404110.0,,2015-09-24
404300.0,,2015-09-27
402730.0,,2015-10-21
330570.0,"['Action', 'Indie', 'Early Access']",2015-10-21
395420.0,"['Adventure', 'Indie', 'RPG']",2015-10-21
395600.0,"['Indie', 'Simulation', 'Strategy']",2015-10-22
384650.0,['Indie'],2015-10-21
407720.0,['Casual'],2015-10-21
405780.0,"['Adventure', 'Indie']",2015-10-21
404750.0,"['Action', 'Indie', 'Early Access']",2015-10-23
406230.0,"['Audio Production', 'Utilities', 'Video Production']",2015-10-23
406240.0,"['Audio Production', 'Utilities']",2015-10-23
393920.0,"['Indie', 'Simulation']",2015-10-23
405700.0,"['Audio Production', 'Utilities']",2015-10-23
405690.0,"['Audio Production', 'Utilities', 'Video Production']",2015-10-23
394890.0,,2011-04-01
412430.0,"['Casual', 'Indie', 'Simulation', 'Strategy']",2015-10-20
406190.0,"['Animation &amp; Modeling', 'Video Production']",2015-10-22
395300.0,"['Action', 'Indie']",2015-10-22
397180.0,"['Simulation', 'Strategy']",2015-10-22
396790.0,"['Casual', 'Indie']",2015-10-22
390470.0,"['Adventure', 'Casual', 'Indie']",2015-10-22
348540.0,"['Adventure', 'Casual', 'Indie']",2015-10-22
325974.0,['Simulation'],2015-10-22
325973.0,['Simulation'],2015-10-22
391630.0,['Action'],2015-10-27
411020.0,"['Free to Play', 'Massively Multiplayer']",2015-10-21
324470.0,"['Indie', 'Racing', 'Early Access']",2015-10-26
407920.0,"['Action', 'Adventure', 'Indie']",2015-10-26
414030.0,"['Adventure', 'Indie', 'Simulation', 'Strategy']",2015-10-26
391780.0,"['Action', 'Casual', 'Free to Play', 'Indie']",2014-12-24
327000.0,"['Indie', 'Simulation', 'Early Access']",2015-10-26
413850.0,,2015-10-26
412870.0,"['Action', 'Indie']",2015-10-26
395140.0,"['Action', 'Indie']",2015-10-26
351060.0,"['Adventure', 'Indie']",2015-10-26
406930.0,"['Action', 'Casual', 'Indie']",2015-10-27
402020.0,['Adventure'],2015-10-27
395270.0,"['Adventure', 'Indie']",2015-10-27
379546.0,['Simulation'],2015-10-27
373420.0,"['Adventure', 'Indie', 'RPG', 'Strategy']",2015-10-27
408170.0,"['Action', 'Indie']",2015-10-27
390375.0,"['Casual', 'Simulation']",2015-10-27
390376.0,"['Casual', 'Simulation']",2015-10-27
390374.0,"['Casual', 'Simulation']",2015-10-27
390377.0,"['Casual', 'Simulation']",2015-10-27
390378.0,"['Casual', 'Simulation']",2015-10-27
411690.0,,2016-05-17
382466.0,['RPG'],2015-10-27
382469.0,['RPG'],2015-10-27
414240.0,"['Animation &amp; Modeling', 'Video Production']",2015-10-27
413680.0,"['Action', 'Adventure', 'Indie']",2015-10-27
379191.0,['Action'],2015-10-27
344171.0,['Action'],2015-10-27
344172.0,['Action'],2015-10-27
344174.0,['Action'],2015-10-27
344173.0,['Action'],2015-10-27
344176.0,['Action'],2015-10-27
344175.0,['Action'],2015-10-27
282050.0,"['Racing', 'Simulation', 'Sports']",2015-10-27
344178.0,['Action'],2015-10-27
344177.0,['Action'],2015-10-27
409670.0,"['Action', 'Free to Play', 'Indie']",2015-10-28
344170.0,['Action'],2015-10-27
300160.0,"['Casual', 'Simulation', 'Strategy']",2011-04-01
401628.0,"['Action', 'Adventure']",2015-10-28
313101.0,"['Action', 'Adventure']",2015-10-28
350171.0,"['Action', 'Adventure']",2015-10-28
401623.0,"['Action', 'Adventure']",2015-10-28
401624.0,"['Action', 'Adventure']",2015-10-28
356470.0,"['Action', 'Adventure']",2015-10-28
401622.0,"['Action', 'Adventure']",2015-10-28
405030.0,"['Action', 'Adventure']",2015-10-28
401621.0,"['Action', 'Adventure']",2015-10-28
401620.0,"['Action', 'Adventure']",2015-10-28
313102.0,"['Action', 'Adventure']",2015-10-28
377970.0,"['Adventure', 'Indie']",2015-10-28
408260.0,"['Adventure', 'Indie']",2015-10-29
397430.0,"['Adventure', 'Casual']",2015-10-28
413600.0,,2015-10-28
408600.0,"['RPG', 'Simulation', 'Strategy']",2015-10-29
383680.0,"['Adventure', 'Indie']",2015-10-29
415040.0,['Simulation'],2013-11-11
415221.0,"['Action', 'Casual', 'Indie', 'Strategy']",2015-10-29
390290.0,"['Adventure', 'Indie']",2015-10-29
269990.0,"['Adventure', 'Indie']",2015-10-29
378040.0,['Strategy'],2015-10-29
413991.0,"['Action', 'Indie']",2015-10-08
414010.0,"['Adventure', 'Indie']",2015-10-29
392860.0,"['Action', 'Indie']",2015-09-01
375040.0,"['Action', 'Casual', 'Indie', 'Simulation']",2015-10-29
414100.0,"['Action', 'Indie']",2015-10-08
347730.0,"['Adventure', 'Indie']",2015-10-29
414710.0,"['Adventure', 'Indie']",2015-10-29
325977.0,['Simulation'],2015-10-29
397930.0,"['Action', 'Adventure', 'Indie', 'RPG']",2015-10-29
397910.0,"['Action', 'Adventure', 'Indie', 'RPG']",2015-10-29
291770.0,"['Adventure', 'Indie']",2015-10-29
374851.0,['Simulation'],2015-10-29
407620.0,"['Action', 'Indie', 'Early Access']",2015-10-29
415560.0,"['Indie', 'RPG', 'Strategy']",2015-10-29
397920.0,"['Action', 'Adventure', 'Indie', 'RPG']",2015-10-29
415550.0,"['Indie', 'RPG', 'Strategy']",2015-10-29
415540.0,"['Indie', 'RPG', 'Strategy']",2015-10-29
415340.0,['Simulation'],2013-11-11
414670.0,['Simulation'],2013-06-18
414672.0,['Simulation'],2013-06-18
414673.0,['Simulation'],2013-06-18
414675.0,['Simulation'],2013-06-18
414674.0,['Simulation'],2013-06-18
413990.0,"['Action', 'Indie']",2015-09-01
414671.0,['Simulation'],2013-06-18
410530.0,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",2015-10-30
410531.0,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",2015-10-30
411010.0,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",2015-10-30
404410.0,"['Action', 'Adventure', 'Free to Play', 'RPG', 'Simulation']",2015-10-30
345720.0,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",2015-10-30
404800.0,"['Action', 'Adventure', 'Free to Play', 'RPG', 'Simulation']",2015-10-30
401920.0,"['Action', 'Adventure']",2015-10-30
406300.0,"['Action', 'Casual', 'Indie', 'Sports']",2015-10-30
410440.0,"['Casual', 'Indie']",2016-05-12
415580.0,"['Action', 'Indie', 'Strategy']",2015-11-02
314520.0,"['Simulation', 'Sports']",2015-11-02
362290.0,"['Adventure', 'Indie', 'Simulation', 'Strategy']",2015-11-02
415920.0,"['Indie', 'RPG', 'Strategy']",2015-11-02
409920.0,"['Adventure', 'Casual', 'Simulation']",2015-10-30
415730.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",2015-11-02
408440.0,"['Indie', 'Simulation', 'Strategy', 'Early Access']",2015-11-02
416480.0,"['Simulation', 'Strategy']",2015-11-02
407300.0,['Indie'],2015-11-02
375910.0,"['Simulation', 'Strategy']",2015-11-03
385100.0,"['Action', 'Casual', 'Indie', 'RPG']",2015-11-02
416100.0,"['Casual', 'Indie', 'RPG', 'Strategy']",2015-04-13
416030.0,"['Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015-04-13
412770.0,,2016-05-17
409257.0,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",2015-11-05
396540.0,"['Indie', 'Strategy']",2015-08-25
409192.0,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",2015-11-04
409190.0,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",2015-11-04
409191.0,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",2015-11-04
409240.0,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",2015-11-04
409204.0,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",2015-11-04
409194.0,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",2015-11-04
369270.0,"['Action', 'Casual', 'Indie', 'Simulation', 'Sports', 'Early Access']",2015-11-04
385020.0,"['Casual', 'Indie', 'Massively Multiplayer', 'Strategy']",2015-11-04
326013.0,['Simulation'],2015-11-04
369360.0,"['Action', 'Casual', 'Indie']",2015-11-04
355980.0,"['Indie', 'Strategy']",2015-11-04
410040.0,"['Action', 'Adventure', 'Casual', 'Indie']",2015-10-31
344970.0,"['Action', 'Indie']",2015-01-18
326014.0,['Simulation'],2015-11-04
408101.0,"['Action', 'Adventure', 'Indie', 'Simulation']",2015-11-05
341570.0,"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']",2015-11-05
397680.0,"['Action', 'Casual', 'Indie']",2015-06-07
413900.0,,2015-11-05
387920.0,['Action'],2015-11-05
413890.0,,2015-11-05
387921.0,['Action'],2015-11-05
311210.0,"['Action', 'Adventure']",2015-11-05
409490.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",2015-11-05
416400.0,"['Action', 'Adventure', 'Indie', 'RPG']",2015-11-06
326015.0,['Simulation'],2015-11-06
411760.0,"['Adventure', 'Indie']",2015-11-06
406210.0,,2015-11-06
409450.0,"['Indie', 'RPG', 'Strategy']",2015-11-06
400170.0,"['Action', 'Adventure', 'Indie', 'RPG']",2015-11-06
366843.0,"['Action', 'Adventure']",2015-11-06
416440.0,['Indie'],2015-11-06
329790.0,"['Free to Play', 'Strategy']",2015-11-09
401460.0,"['Free to Play', 'Strategy']",2015-11-09
401440.0,"['Free to Play', 'Strategy']",2015-11-09
418160.0,"['Casual', 'Strategy']",2015-11-09
401470.0,"['Free to Play', 'Strategy']",2015-11-09
254200.0,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015-11-09
401430.0,"['Free to Play', 'Strategy']",2015-11-09
416800.0,"['Action', 'Casual', 'Strategy']",2015-11-09
414070.0,"['Action', 'Adventure', 'Indie', 'Early Access']",2015-11-09
414360.0,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",2015-11-09
397360.0,"['Action', 'Indie', 'RPG', 'Early Access']",2015-11-09
364324.0,['Simulation'],2015-11-10
266190.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2015-11-10
390384.0,"['Casual', 'Simulation']",2015-11-10
398480.0,,2016-05-17
359790.0,"['Casual', 'Simulation']",2015-11-10
390386.0,"['Casual', 'Simulation']",2015-11-10
390385.0,"['Casual', 'Simulation']",2015-11-10
390387.0,"['Casual', 'Simulation']",2015-11-10
341980.0,"['Action', 'Adventure', 'Indie']",2015-11-12
390388.0,"['Casual', 'Simulation']",2015-11-10
353380.0,,2015-11-10
414310.0,"['Indie', 'Simulation', 'Strategy']",2015-11-11
412520.0,"['Casual', 'Indie', 'Strategy']",2015-11-11
292500.0,"['Action', 'Adventure', 'Indie']",2015-11-11
410050.0,"['Adventure', 'Indie']",2015-11-11
413910.0,,2015-11-12
413920.0,,2015-11-12
411180.0,,2015-11-12
368690.0,"['Action', 'Indie']",2015-11-12
416370.0,"['Adventure', 'Casual']",2015-11-12
412370.0,"['Action', 'Adventure', 'Casual', 'Indie']",2015-11-13
407451.0,"['Indie', 'RPG', 'Strategy']",2015-11-13
414060.0,"['Casual', 'Indie']",2015-11-13
414580.0,"['Action', 'Adventure', 'Indie']",2015-11-13
407450.0,"['Indie', 'RPG', 'Strategy']",2015-11-13
412900.0,"['Action', 'Indie', 'Simulation', 'Strategy']",2015-11-13
417080.0,"['Action', 'Indie', 'Racing']",2015-11-16
402970.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",2015-11-16
393610.0,"['Action', 'Indie']",2015-11-16
356100.0,"['Casual', 'Indie', 'Strategy']",2015-11-16
407800.0,"['Free to Play', 'Massively Multiplayer', 'Strategy']",2015-11-17
410450.0,"['Free to Play', 'Massively Multiplayer', 'Strategy']",2015-11-17
379554.0,['Simulation'],2015-11-17
390870.0,['Action'],2015-11-17
386350.0,"['Indie', 'Strategy']",2015-11-17
290080.0,"['Action', 'Indie', 'RPG', 'Simulation']",2015-11-17
411680.0,"['Casual', 'Indie', 'Simulation', 'Strategy']",2015-11-17
366122.0,"['Action', 'Indie']",2015-11-17
366120.0,"['Action', 'Indie']",2015-11-17
366121.0,"['Action', 'Indie']",2015-11-17
390389.0,"['Casual', 'Simulation']",2015-11-17
391130.0,"['Action', 'Indie']",2015-11-18
418110.0,"['Casual', 'Free to Play', 'Indie', 'Strategy', 'Early Access']",2015-11-18
410120.0,['Adventure'],2006-03-16
419040.0,"['Adventure', 'Indie', 'RPG', 'Strategy']",2015-11-18
420320.0,"['Free to Play', 'Strategy']",2015-11-19
415720.0,"['RPG', 'Strategy']",2015-11-19
410130.0,['Adventure'],2008-02-22
415710.0,"['RPG', 'Strategy']",2015-11-19
276810.0,"['RPG', 'Strategy']",2015-11-19
415700.0,"['RPG', 'Strategy']",2015-11-19
420731.0,"['Indie', 'RPG', 'Strategy']",2015-11-19
421200.0,['Indie'],2015-11-19
385190.0,"['Indie', 'RPG']",2015-11-19
416630.0,"['Casual', 'Indie', 'Simulation']",2015-11-19
407190.0,"['Simulation', 'Sports', 'Strategy']",2015-11-19
420730.0,"['Indie', 'RPG', 'Strategy']",2015-11-19
347470.0,"['Action', 'Indie']",2015-11-20
405010.0,"['Action', 'Adventure', 'Indie', 'Early Access']",2015-11-20
416260.0,"['Adventure', 'Early Access']",2015-11-20
361890.0,['Strategy'],2009-04-02
402980.0,"['Action', 'Adventure', 'Casual', 'Indie']",2015-11-20
378030.0,"['Indie', 'RPG']",2015-11-23
413490.0,"['Adventure', 'Indie', 'Early Access']",2015-11-23
321060.0,"['Indie', 'Simulation']",2014-09-01
411410.0,"['Free to Play', 'Massively Multiplayer']",2015-11-23
413000.0,"['Free to Play', 'Massively Multiplayer']",2015-11-23
413001.0,"['Free to Play', 'Massively Multiplayer']",2015-11-23
378420.0,['Strategy'],2015-06-11
400780.0,"['Adventure', 'Indie']",2015-11-23
415030.0,"['Action', 'Indie', 'RPG']",2015-11-23
391880.0,"['Adventure', 'Indie']",2015-11-23
396520.0,"['Adventure', 'Indie']",2015-11-23
